"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.image_url1","Answer.fraction","Turkle.Username"
"42902","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3815","54","Thu Mar 03 10:11:02 UTC 2021","Thu Mar 03 10:11:06 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1425/1425_line_num.png",".5","Skandregula"
"42903","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3816","54","Thu Mar 03 10:11:06 UTC 2021","Thu Mar 03 10:11:16 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1086/1086_line_num.png",".5","Skandregula"
"42904","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3817","54","Thu Mar 03 10:11:17 UTC 2021","Thu Mar 03 10:11:22 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1425/1425_density_num.png",".75","Skandregula"
"42905","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3818","54","Thu Mar 03 10:11:22 UTC 2021","Thu Mar 03 10:11:29 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/560/560_line_num.png",".78","Skandregula"
"42906","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3819","54","Thu Mar 03 10:11:30 UTC 2021","Thu Mar 03 10:11:36 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1104/1104_density_num.png",".55","Skandregula"
"42907","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3820","54","Thu Mar 03 10:11:37 UTC 2021","Thu Mar 03 10:11:48 UTC 2021","11","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1396/1396_density_num.png",".57","Skandregula"
"42908","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3821","54","Thu Mar 03 10:11:48 UTC 2021","Thu Mar 03 10:11:52 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/442/442_density_num.png",".5","Skandregula"
"42909","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3822","54","Thu Mar 03 10:11:52 UTC 2021","Thu Mar 03 10:11:59 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1148/1148_line_num.png",".4","Skandregula"
"42910","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3823","54","Thu Mar 03 10:11:59 UTC 2021","Thu Mar 03 10:12:08 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1200/1200_density_num.png","1","Skandregula"
"42911","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3824","54","Thu Mar 03 10:12:14 UTC 2021","Thu Mar 03 10:12:20 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/173/173_density_num.png",".5","Skandregula"
"42912","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3825","54","Thu Mar 03 10:12:25 UTC 2021","Thu Mar 03 10:12:38 UTC 2021","13","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/827/827_scatter_num.png",".45","Skandregula"
"42913","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3826","54","Thu Mar 03 10:12:38 UTC 2021","Thu Mar 03 10:12:49 UTC 2021","10","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1106/1106_line_num.png",".65","Skandregula"
"42914","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3827","54","Thu Mar 03 10:12:49 UTC 2021","Thu Mar 03 10:12:55 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/560/560_scatter_num.png",".56","Skandregula"
"42915","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3828","54","Thu Mar 03 10:12:55 UTC 2021","Thu Mar 03 10:13:02 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1401/1401_scatter_num.png",".45","Skandregula"
"42916","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3829","54","Thu Mar 03 10:13:02 UTC 2021","Thu Mar 03 10:13:09 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/696/696_line_num.png",".35","Skandregula"
"42917","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3830","54","Thu Mar 03 10:13:09 UTC 2021","Thu Mar 03 10:13:17 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/287/287_density_num.png",".7","Skandregula"
"42918","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3831","54","Thu Mar 03 10:13:17 UTC 2021","Thu Mar 03 10:13:27 UTC 2021","10","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/898/898_density_num.png",".67","Skandregula"
"42919","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3832","54","Thu Mar 03 10:13:27 UTC 2021","Thu Mar 03 10:13:42 UTC 2021","15","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1104/1104_scatter_num.png",".68","Skandregula"
"42920","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3833","54","Thu Mar 03 10:13:42 UTC 2021","Thu Mar 03 10:13:50 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/849/849_line_num.png",".5","Skandregula"
"42921","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3834","54","Thu Mar 03 10:13:50 UTC 2021","Thu Mar 03 10:13:58 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/117/117_line_num.png",".45","Skandregula"
"42922","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3835","54","Thu Mar 03 10:13:58 UTC 2021","Thu Mar 03 10:14:16 UTC 2021","17","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1283/1283_line_num.png",".5","Skandregula"
"42923","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3836","54","Thu Mar 03 10:14:16 UTC 2021","Thu Mar 03 10:14:20 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1235/1235_line_num.png",".5","Skandregula"
"42925","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3838","54","Thu Mar 03 10:14:26 UTC 2021","Thu Mar 03 10:14:34 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1148/1148_scatter_num.png",".6","Skandregula"
"42926","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3839","54","Thu Mar 03 10:14:34 UTC 2021","Thu Mar 03 10:14:39 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1296/1296_scatter_num.png",".5","Skandregula"
"42927","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3840","54","Thu Mar 03 10:14:39 UTC 2021","Thu Mar 03 10:14:48 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/16/16_density_num.png",".66","Skandregula"
"42928","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3841","54","Thu Mar 03 10:14:48 UTC 2021","Thu Mar 03 10:15:04 UTC 2021","16","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1296/1296_density_num.png",".5","Skandregula"
"42929","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3898","54","Thu Mar 03 10:41:51 UTC 2021","Thu Mar 03 10:41:57 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1366/1366_line_num.png",".4","Skandregula"
"42930","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3899","54","Thu Mar 03 10:41:57 UTC 2021","Thu Mar 03 10:42:14 UTC 2021","17","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/827/827_line_num.png",".34","Skandregula"
"42931","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3900","54","Thu Mar 03 10:42:14 UTC 2021","Thu Mar 03 10:42:23 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/874/874_line_num.png",".45","Skandregula"
"42932","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3901","54","Thu Mar 03 10:42:23 UTC 2021","Thu Mar 03 10:42:42 UTC 2021","19","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/3/3_density_num.png",".07","Skandregula"
"42933","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3902","54","Thu Mar 03 10:42:42 UTC 2021","Thu Mar 03 10:42:55 UTC 2021","12","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1041/1041_line_num.png",".48","Skandregula"
"42934","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","3903","54","Thu Mar 03 10:42:55 UTC 2021","Thu Mar 03 10:43:08 UTC 2021","12","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/3/3_scatter_num.png",".16","Skandregula"
"42924","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4036","51","Fri Mar 03 09:08:47 UTC 2021","Fri Mar 03 09:09:22 UTC 2021","34","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/287/287_line_num.png","0.55","Smanchanda"
"42935","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4064","51","Fri Mar 03 09:24:36 UTC 2021","Fri Mar 03 09:26:48 UTC 2021","132","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/287/287_scatter_num.png","0.45","Smanchanda"
"42936","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4065","51","Fri Mar 03 09:26:48 UTC 2021","Fri Mar 03 09:27:01 UTC 2021","13","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1396/1396_scatter_num.png","0.57","Smanchanda"
"42937","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4066","51","Fri Mar 03 09:27:01 UTC 2021","Fri Mar 03 09:27:17 UTC 2021","15","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/827/827_density_num.png","0.75","Smanchanda"
"42938","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4067","51","Fri Mar 03 09:27:17 UTC 2021","Fri Mar 03 09:27:27 UTC 2021","10","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/696/696_scatter_num.png","0.4","Smanchanda"
"42939","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4068","51","Fri Mar 03 09:27:27 UTC 2021","Fri Mar 03 09:27:39 UTC 2021","11","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/365/365_density_num.png","0.75","Smanchanda"
"42940","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4069","51","Fri Mar 03 09:27:39 UTC 2021","Fri Mar 03 09:27:44 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1283/1283_density_num.png","0.6","Smanchanda"
"42941","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4070","51","Fri Mar 03 09:27:44 UTC 2021","Fri Mar 03 09:27:53 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/495/495_line_num.png","0.5","Smanchanda"
"42942","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4071","51","Fri Mar 03 09:27:53 UTC 2021","Fri Mar 03 09:27:59 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1366/1366_density_num.png","0.15","Smanchanda"
"42943","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4072","51","Fri Mar 03 09:27:59 UTC 2021","Fri Mar 03 09:28:10 UTC 2021","10","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/871/871_line_num.png","0.65","Smanchanda"
"42944","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4073","51","Fri Mar 03 09:28:10 UTC 2021","Fri Mar 03 09:28:15 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/495/495_scatter_num.png","0.5","Smanchanda"
"42945","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4074","51","Fri Mar 03 09:28:15 UTC 2021","Fri Mar 03 09:28:22 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1106/1106_scatter_num.png","0.65","Smanchanda"
"42946","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4075","51","Fri Mar 03 09:28:22 UTC 2021","Fri Mar 03 09:28:29 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/37/37_density_num.png","0.47","Smanchanda"
"42947","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4076","51","Fri Mar 03 09:28:29 UTC 2021","Fri Mar 03 09:28:38 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1296/1296_line_num.png","0.5","Smanchanda"
"42948","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4077","51","Fri Mar 03 09:28:38 UTC 2021","Fri Mar 03 09:28:43 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/442/442_line_num.png","0.5","Smanchanda"
"42949","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4078","51","Fri Mar 03 09:28:43 UTC 2021","Fri Mar 03 09:28:47 UTC 2021","3","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/173/173_scatter_num.png","0.5","Smanchanda"
"42950","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4079","51","Fri Mar 03 09:28:47 UTC 2021","Fri Mar 03 09:28:56 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/871/871_scatter_num.png","0.62","Smanchanda"
"42951","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4080","51","Fri Mar 03 09:28:56 UTC 2021","Fri Mar 03 09:29:05 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/849/849_scatter_num.png","0.42","Smanchanda"
"42952","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4081","51","Fri Mar 03 09:29:05 UTC 2021","Fri Mar 03 09:29:12 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/37/37_line_num.png","0.75","Smanchanda"
"42953","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4082","51","Fri Mar 03 09:29:12 UTC 2021","Fri Mar 03 09:29:17 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/874/874_density_num.png","0.5","Smanchanda"
"42954","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4083","51","Fri Mar 03 09:29:17 UTC 2021","Fri Mar 03 09:29:22 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1200/1200_line_num.png","0.99","Smanchanda"
"42955","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4084","51","Fri Mar 03 09:29:23 UTC 2021","Fri Mar 03 09:29:29 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/696/696_density_num.png","0.15","Smanchanda"
"42956","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4085","51","Fri Mar 03 09:29:29 UTC 2021","Fri Mar 03 09:29:39 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/365/365_scatter_num.png","0.75","Smanchanda"
"42957","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4086","51","Fri Mar 03 09:29:39 UTC 2021","Fri Mar 03 09:29:45 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/714/714_scatter_num.png","0.7","Smanchanda"
"42958","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4087","51","Fri Mar 03 09:29:45 UTC 2021","Fri Mar 03 09:29:55 UTC 2021","10","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/16/16_scatter_num.png","0.5","Smanchanda"
"42959","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4088","51","Fri Mar 03 09:29:55 UTC 2021","Fri Mar 03 09:30:04 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1351/1351_line_num.png","0.55","Smanchanda"
"42960","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4089","51","Fri Mar 03 09:30:04 UTC 2021","Fri Mar 03 09:30:12 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/838/838_density_num.png","0.5","Smanchanda"
"42961","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4090","51","Fri Mar 03 09:30:12 UTC 2021","Fri Mar 03 09:30:19 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/898/898_scatter_num.png","0.5","Smanchanda"
"42962","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4091","51","Fri Mar 03 09:30:19 UTC 2021","Fri Mar 03 09:30:23 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1086/1086_scatter_num.png","0.5","Smanchanda"
"42963","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4092","51","Fri Mar 03 09:30:23 UTC 2021","Fri Mar 03 09:30:26 UTC 2021","3","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1235/1235_scatter_num.png","0.5","Smanchanda"
"42964","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4093","51","Fri Mar 03 09:30:26 UTC 2021","Fri Mar 03 09:30:32 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/898/898_line_num.png","0.45","Smanchanda"
"42965","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4094","51","Fri Mar 03 09:30:32 UTC 2021","Fri Mar 03 09:30:35 UTC 2021","3","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/838/838_scatter_num.png","0.5","Smanchanda"
"42966","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4095","51","Fri Mar 03 09:30:35 UTC 2021","Fri Mar 03 09:30:43 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/714/714_line_num.png","0.66","Smanchanda"
"42967","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4096","51","Fri Mar 03 09:30:43 UTC 2021","Fri Mar 03 09:30:48 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/289/289_density_num.png","0.85","Smanchanda"
"42968","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4097","51","Fri Mar 03 09:30:48 UTC 2021","Fri Mar 03 09:30:53 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/37/37_scatter_num.png","0.55","Smanchanda"
"42969","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4098","51","Fri Mar 03 09:30:53 UTC 2021","Fri Mar 03 09:31:00 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/117/117_density_num.png","0.55","Smanchanda"
"42970","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4099","51","Fri Mar 03 09:31:00 UTC 2021","Fri Mar 03 09:31:05 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/714/714_density_num.png","0.8","Smanchanda"
"42971","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4100","51","Fri Mar 03 09:31:05 UTC 2021","Fri Mar 03 09:31:12 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1148/1148_density_num.png","0.8","Smanchanda"
"42972","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4101","51","Fri Mar 03 09:31:13 UTC 2021","Fri Mar 03 09:31:20 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/60/60_line_num.png","0.65","Smanchanda"
"42973","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4102","51","Fri Mar 03 09:31:20 UTC 2021","Fri Mar 03 09:31:24 UTC 2021","3","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/495/495_density_num.png","0.5","Smanchanda"
"42974","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4103","51","Fri Mar 03 09:31:24 UTC 2021","Fri Mar 03 09:31:29 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1351/1351_density_num.png","0.25","Smanchanda"
"42975","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4104","51","Fri Mar 03 09:31:30 UTC 2021","Fri Mar 03 09:31:38 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1425/1425_scatter_num.png","0.59","Smanchanda"
"42976","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4105","51","Fri Mar 03 09:31:38 UTC 2021","Fri Mar 03 09:31:44 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1401/1401_density_num.png","0.6","Smanchanda"
"42977","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4106","51","Fri Mar 03 09:31:44 UTC 2021","Fri Mar 03 09:31:48 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/3/3_line_num.png","0.2","Smanchanda"
"42978","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4107","51","Fri Mar 03 09:31:48 UTC 2021","Fri Mar 03 09:31:55 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/961/961_scatter_num.png","0.55","Smanchanda"
"42979","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4108","51","Fri Mar 03 09:31:55 UTC 2021","Fri Mar 03 09:32:14 UTC 2021","19","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1041/1041_density_num.png","0.5","Smanchanda"
"42980","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4109","51","Fri Mar 03 09:32:14 UTC 2021","Fri Mar 03 09:32:24 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1104/1104_line_num.png","0.55","Smanchanda"
"42981","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4110","51","Fri Mar 03 09:32:24 UTC 2021","Fri Mar 03 09:32:33 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1106/1106_density_num.png","0.3","Smanchanda"
"42982","20","Q4_xlimit","Thu Mar 03 07:59:17 UTC 2021","1","86400","4111","51","Fri Mar 03 09:32:33 UTC 2021","Fri Mar 03 09:32:44 UTC 2021","11","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1401/1401_line_num.png","0.45","Smanchanda"
