"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.image_url1","Answer.fraction","Turkle.Username"
"42829","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3910","54","Thu Mar 03 10:44:10 UTC 2021","Thu Mar 03 10:44:16 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/3/3_scatter_num.png",".78","Skandregula"
"42823","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3972","52","Thu Mar 03 11:18:38 UTC 2021","Thu Mar 03 11:18:51 UTC 2021","12","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1296/1296_density_num.png","50","Sbithel"
"42830","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3973","52","Thu Mar 03 11:18:51 UTC 2021","Thu Mar 03 11:18:59 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/287/287_scatter_num.png","50","Sbithel"
"42831","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3974","52","Thu Mar 03 11:18:59 UTC 2021","Thu Mar 03 11:19:06 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1396/1396_scatter_num.png","50","Sbithel"
"42832","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3975","52","Thu Mar 03 11:19:06 UTC 2021","Thu Mar 03 11:19:16 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/827/827_density_num.png","75","Sbithel"
"42833","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3976","52","Thu Mar 03 11:19:16 UTC 2021","Thu Mar 03 11:20:06 UTC 2021","50","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/696/696_scatter_num.png","50","Sbithel"
"42834","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3977","52","Thu Mar 03 11:20:06 UTC 2021","Thu Mar 03 11:20:14 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/365/365_density_num.png","80","Sbithel"
"42835","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3978","52","Thu Mar 03 11:20:14 UTC 2021","Thu Mar 03 11:20:22 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1283/1283_density_num.png","50","Sbithel"
"42836","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3979","52","Thu Mar 03 11:20:22 UTC 2021","Thu Mar 03 11:20:30 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/495/495_line_num.png","50","Sbithel"
"42837","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3980","52","Thu Mar 03 11:20:30 UTC 2021","Thu Mar 03 11:20:39 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1366/1366_density_num.png","75","Sbithel"
"42838","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3981","52","Thu Mar 03 11:20:39 UTC 2021","Thu Mar 03 11:20:46 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/871/871_line_num.png","50","Sbithel"
"42839","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3982","52","Thu Mar 03 11:20:47 UTC 2021","Thu Mar 03 11:20:55 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/495/495_scatter_num.png","50","Sbithel"
"42840","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3983","52","Thu Mar 03 11:20:55 UTC 2021","Thu Mar 03 11:21:05 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1106/1106_scatter_num.png","50","Sbithel"
"42841","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3984","52","Thu Mar 03 11:21:05 UTC 2021","Thu Mar 03 11:21:12 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/37/37_density_num.png","50","Sbithel"
"42842","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3985","52","Thu Mar 03 11:21:12 UTC 2021","Thu Mar 03 11:21:44 UTC 2021","31","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1296/1296_line_num.png","50","Sbithel"
"42843","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3986","52","Thu Mar 03 11:21:44 UTC 2021","Thu Mar 03 11:22:01 UTC 2021","17","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/442/442_line_num.png","0.5","Sbithel"
"42844","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3987","52","Thu Mar 03 11:22:01 UTC 2021","Thu Mar 03 11:22:11 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/173/173_scatter_num.png","0.5","Sbithel"
"42845","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3988","52","Thu Mar 03 11:22:11 UTC 2021","Thu Mar 03 11:22:18 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/871/871_scatter_num.png","0.5","Sbithel"
"42846","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3989","52","Thu Mar 03 11:22:18 UTC 2021","Thu Mar 03 11:22:48 UTC 2021","29","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/849/849_scatter_num.png","0.5","Sbithel"
"42847","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3990","52","Thu Mar 03 11:22:48 UTC 2021","Thu Mar 03 11:22:54 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/37/37_line_num.png","0.5","Sbithel"
"42848","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3991","52","Thu Mar 03 11:22:54 UTC 2021","Thu Mar 03 11:22:58 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/874/874_density_num.png","05","Sbithel"
"42849","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3992","52","Thu Mar 03 11:22:59 UTC 2021","Thu Mar 03 11:23:12 UTC 2021","13","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1200/1200_line_num.png",".9","Sbithel"
"42850","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3993","52","Thu Mar 03 11:23:12 UTC 2021","Thu Mar 03 11:23:41 UTC 2021","29","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/696/696_density_num.png",".8","Sbithel"
"42851","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3994","52","Thu Mar 03 11:23:41 UTC 2021","Thu Mar 03 11:23:50 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/365/365_scatter_num.png",".8","Sbithel"
"42852","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3995","52","Thu Mar 03 11:23:50 UTC 2021","Thu Mar 03 11:23:55 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/714/714_scatter_num.png",".5","Sbithel"
"42853","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3996","52","Thu Mar 03 11:23:55 UTC 2021","Thu Mar 03 11:23:58 UTC 2021","3","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/16/16_scatter_num.png","","Sbithel"
"42854","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3997","52","Thu Mar 03 11:23:58 UTC 2021","Thu Mar 03 11:24:06 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1351/1351_line_num.png",".5","Sbithel"
"42855","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3998","52","Thu Mar 03 11:24:06 UTC 2021","Thu Mar 03 11:24:12 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/838/838_density_num.png",".5","Sbithel"
"42856","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","3999","52","Thu Mar 03 11:24:13 UTC 2021","Thu Mar 03 11:24:26 UTC 2021","13","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/898/898_scatter_num.png",".5","Sbithel"
"42857","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4000","52","Thu Mar 03 11:24:27 UTC 2021","Thu Mar 03 11:24:34 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1086/1086_scatter_num.png",".5","Sbithel"
"42858","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4001","52","Thu Mar 03 11:24:34 UTC 2021","Thu Mar 03 11:24:39 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1235/1235_scatter_num.png",".5","Sbithel"
"42859","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4002","52","Thu Mar 03 11:24:39 UTC 2021","Thu Mar 03 11:24:59 UTC 2021","20","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/898/898_line_num.png",".5","Sbithel"
"42860","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4003","52","Thu Mar 03 11:24:59 UTC 2021","Thu Mar 03 11:25:04 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/838/838_scatter_num.png",".5","Sbithel"
"42861","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4004","52","Thu Mar 03 11:25:04 UTC 2021","Thu Mar 03 11:25:08 UTC 2021","3","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/714/714_line_num.png",".5","Sbithel"
"42862","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4005","52","Thu Mar 03 11:25:08 UTC 2021","Thu Mar 03 11:25:17 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/289/289_density_num.png",".25","Sbithel"
"42863","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4006","52","Thu Mar 03 11:25:17 UTC 2021","Thu Mar 03 11:25:21 UTC 2021","3","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/37/37_scatter_num.png",".5","Sbithel"
"42864","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4007","52","Thu Mar 03 11:25:21 UTC 2021","Thu Mar 03 11:25:35 UTC 2021","13","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/117/117_density_num.png",".45","Sbithel"
"42865","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4008","52","Thu Mar 03 11:25:35 UTC 2021","Thu Mar 03 11:25:44 UTC 2021","9","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/714/714_density_num.png",".35","Sbithel"
"42866","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4009","52","Thu Mar 03 11:25:44 UTC 2021","Thu Mar 03 11:25:50 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1148/1148_density_num.png",".25","Sbithel"
"42867","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4010","52","Thu Mar 03 11:25:50 UTC 2021","Thu Mar 03 11:25:57 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/60/60_line_num.png",".5","Sbithel"
"42868","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4011","52","Thu Mar 03 11:25:57 UTC 2021","Thu Mar 03 11:26:01 UTC 2021","3","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/495/495_density_num.png",".5","Sbithel"
"42869","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4012","52","Thu Mar 03 11:26:01 UTC 2021","Thu Mar 03 11:26:06 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1351/1351_density_num.png",".5","Sbithel"
"42870","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4013","52","Thu Mar 03 11:26:06 UTC 2021","Thu Mar 03 11:26:13 UTC 2021","6","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1425/1425_scatter_num.png",".5","Sbithel"
"42871","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4014","52","Thu Mar 03 11:26:13 UTC 2021","Thu Mar 03 11:26:17 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1401/1401_density_num.png",".5","Sbithel"
"42872","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4015","52","Thu Mar 03 11:26:17 UTC 2021","Thu Mar 03 11:26:26 UTC 2021","8","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/3/3_line_num.png",".75","Sbithel"
"42873","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4016","52","Thu Mar 03 11:26:26 UTC 2021","Thu Mar 03 11:26:30 UTC 2021","3","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/961/961_scatter_num.png",".5","Sbithel"
"42874","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4017","52","Thu Mar 03 11:26:30 UTC 2021","Thu Mar 03 11:26:35 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1041/1041_density_num.png",".5","Sbithel"
"42875","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4018","52","Thu Mar 03 11:26:36 UTC 2021","Thu Mar 03 11:26:41 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1104/1104_line_num.png",".5","Sbithel"
"42876","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4019","52","Thu Mar 03 11:26:41 UTC 2021","Thu Mar 03 11:26:46 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1106/1106_density_num.png",".5","Sbithel"
"42877","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4020","52","Thu Mar 03 11:26:46 UTC 2021","Thu Mar 03 11:26:50 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1401/1401_line_num.png",".5","Sbithel"
"42878","19","Q3_threshold","Thu Mar 03 07:58:55 UTC 2021","1","86400","4021","52","Thu Mar 03 11:26:50 UTC 2021","Thu Mar 03 11:26:56 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/560/560_density_num.png",".5","Sbithel"
